1308;IUT;;Non;;;24 Cour Gambetta;76500;ELBEUF   ;Non;DUT SRC
1309;IUT;;Non;02 32 74 48 00 ;direction@iut.univ-lehavre.fr;Quai Frissard ;76610;LE HAVRE CEDEX ;Non;DUT GC
1310;IUT;;Non;02 32 74 46 00 ;;Place Robert Schuman   BP 4006;76610;LE HAVRE CEDEX ;Non;DUT GEII
1311;IUT;;Non;02 32 74 46 00 ;;Place Robert Schuman   BP 4006;76610;LE HAVRE CEDEX ;Non;DUT GMP
1312;IUT;;Non;02 32 74 46 00 ;;Place Robert Schuman   BP 4006;76610;LE HAVRE CEDEX ;Non;DUT INFO
1313;IUT;;Non;02 35 14 60 14 ;;Rue Lavoisier;76821; MONT SAINT AIGNAN;Non;DUT CHIMIE
1314;IUT;;Non;02 35 14 60 14;;Rue Lavoisier;76821; MONT SAINT AIGNAN;Non;DUT GC-GP
1315;IUT;;Non;02 35 14 60 14;;Rue Lavoisier;76821; MONT SAINT AIGNAN;Non;DUT GEII
1316;IUT;;Non;02 35 14 60 14;;Rue Lavoisier;76821; MONT SAINT AIGNAN;Non;DUT GTE
1317;IUT;;Non;02 35 14 60 14;;Rue Lavoisier;76821; MONT SAINT AIGNAN;Non;DUT MP
1318;Lycée privé Aquiba;28/09/2016;Non;03 88 35 48 58;accueil@aquiba.org;4 rue Baldung Grien;67000;STRASBOURG   ;Oui;Non
1319;Lycée privé La Doctrine Chrétienne;28/09/2016;Non;03 88 32 44 16;ce.0671611M@ac-strasbourg.fr;14 Rue Brulée;67000;STRASBOURG   ;Oui;Non
1320;Lycée privé Gymnase Jean Sturm;28/09/2016;Non;03 88 15 77 10;contact-jeansturm@legymnase.eu;8 Place des Etudiants;67000;STRASBOURG CEDEX  ;Oui;Non
1321;Lycée International les Pontonniers;28/09/2016;Non;03 88 37 15 25;lycee.international@ac-strasbourg.fr;1 rue des pontonniers BP 80041;67017;STRASBOURG CEDEX  ;Oui;Non
1322;Lycée polyvalent Louis Couffignal;28/09/2016;Non;03 88 40 52 52;ce.0670085d@ac-strasbourg.fr;11 Route de la Fédération BP 70149;67027;STRASBOURG CEDEX 1 ;Oui;CPRP -CPI - CIRA – ELEC  CPGE  PSI – PT
1323;Lycée Jean Monnet;28/09/2016;Non;03 88 31 95 60;ce.0670078w@ac-strasbourg.fr;2 Place Albert Schweitzer CS 20240;67028;STRASBOURG CEDEX  ;Oui;Non
1324;Lycée polyvalent René Cassin;28/09/2016;Non;03 88 45 54 54;lycee.renecassin@ac-strasbourg.fr;4 rue Schoch;67046;Strasbourg Cedex   ;Non;SIO
1325;Lycée Fustel de Coulanges;28/09/2016;Non;03 88 15 42 15;lycee.fustel@ac-strasbourg.fr; 1 Place du Château BP 50075;67061;STRASBOURG CEDEX  ;Oui;Non
1326;Lycée privé Notre-Dame;28/09/2016;Non;03 88 23 87 87 ;notredame67@free.fr;6 Rue Bonnes Gens;67082;STRASBOURG   ;Oui;Non
1327;Lycée Kléber;28/09/2016;Non;03.88.14.31.00;ce.0670080Y@ac-strasbourg.fr;25 Place de Bordeaux;67082;STRASBOURG CEDEX  ;Oui;CPGE MP - PC - PSI
1328;Lycée Marie Curie;28/09/2016;Non;03.88.45.57.00;ce.0670083b@ac-strasbourg.fr;7 rue Leicester;67083;STRASBOURG CEDEX  ;Oui;Non
1329;Lycée privé ORT;28/09/2016;Non;03 88 76 74 76;strasbourg@ort.asso.fr;14 rue Sellénick;67083;STRASBOURG CEDEX  ;Oui;Non
1330;Lycée privé Sainte Clotilde;28/09/2016;Non;03 88 45 57 20;info@clotilde.org;19 Rue de Verdun;67083;STRASBOURG CEDEX  ;Oui;Non
1331;Lycée privé Saint-Etienne;28/09/2016;Non;03 88 76 75 88;cse@noos.fr;2 Rue Pierre Large;67084;STRASBOURG   ;Oui;CPGE PCSI -PSI
1332;Lycée polyvalent Jean Rostand;28/09/2016;Non;03 88 14 43 50;ce.0670084C@ac-strasbourg.fr;5 rue Edmond Labbé;67084;STRASBOURG CEDEX  ;Oui;ABM - BC - BioTech - QIABI – TPIL CPGE VETO- BCPST
1333;Lycée Louis Pasteur;28/09/2016;Non;03 88 15 70 60;ce.0670082A@ac-strasbourg.fr;24 rue Humann;67085;STRASBOURG CEDEX  ;Oui;Non
1334;Lycée Henri Meck;28/09/2016;Non;03 88 49 44 88;ce.0670041F@ac-strasbourg.fr;10 Rue Henri Meck BP 32055;67122;MOLSHEIM   ;Oui;TC
1335;Lycée polyvalent Louis Marchal;28/09/2016;Non;03 88 49 56 00;ce.0672615D@ac-strasbourg.fr;2 Route de la Hardt  BP 65160;67125;MOLSHEIM CEDEX  ;Oui;CRCI
1336;Lycée Edouard Schuré;28/09/2016;Non;03 88 58 57 88;ce.0670002N@ac-strasbourg.fr;2 rue du Lycée BP 50066;67140;BARR   ;Oui;Non
1337;Lycée polyvalent Marguerite Yourcenar;28/09/2016;Non;03 88.98.01.60;ce.0672677W@ac-strasbourg.fr;Rue Victor Schoelcher BP 50 BP 80050;67152;ERSTEIN Cedex  ;Oui;Non
1338;Lycée polyvalent Stanislas;28/09/2016;Non;03 88 54 17 00;ce.0670114K@ac-strasbourg.fr;Rue du Lycée   BO 40143;67163;WISSEMBOURG CEDEX  ;Oui;CM
1339;Lycée polyvalent Marcel Rudloff;28/09/2016;Non;03 90 20 44 10 ;lycee.rudloff@laposte.net;Avenue François Mitterrand, Quartier des Poteries;67200;STRASBOURG   ;Oui;Non
1340;Lycée Freppel;28/09/2016;Non;03 88 47 63 00 ;ce.0670049P@ac-strasbourg.fr;25 rue du Général Gouraud  BP 60204;67212;OBERNAI CEDEX  ;S;Non
1341;Lycée André Maurois;28/09/2016;Non;03 88 06 27 67 ;ce.0670005S@ac-strasbourg.fr;1 Rue du Lycée ;67242;BISCHWILLER CEDEX  ;S;Non
1342;Lycée polyvalent Georges Imbert;28/09/2016;Non;03 88 00 39 00 ;ce.0672614C@ac-strasbourg.fr;2 Rue Vincent d'Indy BP 90014;67261;SARRE UNION  ;S;Non
1343;IUT louis Pasteur;28/09/2016;Non;03 68 85 25 80;iutlps-gb[a]unistra.fr ;1, allée d'Athène;67300;SCHILTIGHEIM   ;Non;DUT BIO
1344;IUT louis Pasteur;28/09/2016;Non;368852530;iutlps-gim[a]unistra.f;1, allée d'Athène;67300;SCHILTIGHEIM   ;Non;DUT GIM
1345;IUT louis Pasteur;28/09/2016;Non;03 68 85 25 20;iutlps-mp[a]unistra.fr ;1, allée d'Athène;67300;SCHILTIGHEIM   ;Non;DUT MP
1346;Lycée Adrien Zeller;28/09/2016;Non;03 88 70 71 96;ce.0670007u@ac-strasbourg.fr;4 Place du Château BP 23;67330;BOUXWILLER   ;S;Non
1347;Lycée privé Séminaire de jeunes;28/09/2016;Non;03 88 90 29 29;administration@seminairedejeunes;60 Grand'Rue;67360;WALBOURG   ;S;Non
1348;Lycée polyvalent Le Corbusier;28/09/2016;Non;03 88 66 87 66;ce.0672198A@ac-strasbourg.fr;15 rue Lixenbuhl BP 10133;67404;ILLKIRCH GRAFFENSTADEN CEDEX ;S - STI2D;BAT - TP
1349;IUT Robert Schumann;28/09/2016;Non;03 68 85 89 20;iutrs-chimie@unistra.fr ;72 route du Rhin  cs 103015;67411;ILLKIRCH   ;Non;DUT CHIMIE
1350;IUT Robert Schumann;28/09/2016;Non;03 68 85 89 30;iutrs-gc@unistra.fr ;72 route du Rhin  cs 103016;67411;ILLKIRCH   ;Non;DUT
1351;IUT Robert Schumann;28/09/2016;Non;03 68 85 89 61;iutrs-informatique@unistra.fr ;72 route du Rhin  cs 103017;67411;ILLKIRCH   ;Non;DUT
1352;IUT;28/09/2016;Non;388053421;iuthag-secgeii@unistra.fr ;30 Rue du Maire A. Traband;67500;HAGUENAU   ;Non;DUT
1353;IUT;28/09/2016;Non;03 88 05 34 41;iuthag-secqlio@unistra.fr ;30 Rue du Maire A. Traband;67500;HAGUENAU   ;Non;DUT
1354;Lycée privé Sainte-Philomène;28/09/2016;Non;03 88 07 15 15;secretariat@sainte-philo.com;19 A Boulevard Hanauer BP 60236 ;67504;HAGUENAU   ;Oui;Oui
1355;Lycée Heinrich Nessel;28/09/2016;Non;03 88 53 20 00;ce.0671509B@ac-strasbourg.fr;123 Route de Strasbourg  BP 50235;67504;HAGUENAU CEDEX  ;Oui;Oui
1356;Lycée Robert Schuman;28/09/2016;Non;03 88 07 44 00 ;ce.0670020H@ac-strasbourg.fr;2 quai des pêcheurs BP 30223;67504;HAGUENAU CEDEX  ;Oui;Oui
1357;Lycée Docteur Koeberlé;28/09/2016;Non;03 88 92 10 84;ce.0670071N@ac-strasbourg.fr;Boulevard Charlemagne  BP 80228;67604;SELESTAT CEDEX  ;S;Non
1358;Lycée polyvalent Jean Baptiste Schwilgué;28/09/2016;Non;03 88 58 83 00;ce.0671832C@ac-strasbourg.fr;8 avenue Adrien Zeller BP 70209;67604;SELESTAT CEDEX  ;Oui;Oui
1359;Lycée Leclerc;28/09/2016;Non;03 88 02 12 12;ce.0670057Y@ac-strasbourg.fr;8 rue Poincaré;67700;SAVERNE   ;Oui;Non
1360;Lycée polyvalent du Haut-Barr;28/09/2016;Non;03 88 71 22 11;lycee.hautbarr@ac-strasbourg.fr;4 rue Jean de Manderscheid BP 50108;67703;SAVERNE   ;Oui;Oui
1361;Lycée Marc Bloch;28/09/2016;Non;03 90 20 07 30;ce.0672604s@ac.strasbourg.fr;Allée Blaise Pascal BP 55;67803;BISCHHEIM   ;Oui;Non
1362;Lycée privé Saint-André;28/09/2016;Non;03 89 21 75 21;ce.0680149T@ac-strasbourg.fr;19 Rue Rapp;68000;COLMAR   ;Oui;Non
1363;Lycée Camille Sée;28/09/2016;Non;03 89 22 25 00;ce.0680008P@ac-strasbourg.fr;42 Avenue de l'Europe;68000;COLMAR CEDEX  ;Oui;Oui
1364;IUT Colmar;28/09/2016;Non;03 89 20 23 45;gb.iutcolmar@uha.fr ;29 rue de Herrlisheim BP 50568;68008;COLMAR   ;Non;DUT
1365;IUT;28/09/2016;Non;03 89 20 61 86;gte.iutcolmar@uha.fr ;34 rue du Grillenbreit;68008;COLMAR   ;Non;DUT
1366;IUT;28/09/2016;Non;03 89 20 23 60;rt.iutcolmar@uha.fr ;34 rue du Grillenbreit;68008;COLMAR   ;Non;DUT
1367;Lycée Bartholdi;28/09/2016;Non;03 89 20 83 30;ce.0680007N@ac-strasbourg.fr;9 rue du Lycée;68025;COLMAR CEDEX  ;Oui;Non
1368;Lycée polyvalent Blaise Pascal;28/09/2016;Non;03 89.22.92.10;ce.0680010s@ac-strasbourg.fr;74 Rue du Logelbach;68025;COLMAR CEDEX  ;Oui;Oui
1369;Lycée polyvalent Lazare de Schwendi;28/09/2016;Non;03 89 27 92 40;ce.0681817f@ac-strasbourg.fr;19 route de Turckheim;68040;INGERSHEIM   ;Oui;A VOIR
1370;Lycée Albert Schweitzer;28/09/2016;Non;03 89 33 44 88;ce.0680031P@ac-strasbourg.fr ;8 Bd de la Marne ;68068;MULHOUSE CEDEX  ;Oui;CPGE
1371;Lycée Michel de Montaigne;28/09/2016;Non;03.89.46.33.44;ce.0680032r@ac-strasbourg.fr;5 Rue de Metz;68090;MULHOUSE CEDEX  ;Oui;Non
1372;IUT;28/09/2016;Non;03 89 33 76 00;geii.iutmulhouse@uha.fr ;61 rue Albert Camus;68093;MULHOUSE CEDEX  ;Non;DUT
1373;IUT;28/09/2016;Non;03 89 33 75 00;gmp.iutmulhouse@uha.fr ;61 rue Albert Camus;68093;MULHOUSE CEDEX  ;Non;DUT
1374;IUT;28/09/2016;Non;03 89 33 75 50;sgm.iutmulhouse@uha.fr ;61 rue Albert Camus;68093;MULHOUSE CEDEX  ;Non;DUT
1375;Lycée polyvalent Laurent de Lavoisier;28/09/2016;Oui;03 89 42 29 95;ce.0681768C@ac-strasbourg.fr;42 rue Lavoisier BP 52056;68059;MULHOUSE   ;Oui;Oui
1376;Lycée privé Jeanne d'Arc;28/09/2016;Non;03 89 45 36 31;ce.0680151V@ac-strasbourg.fr;15 Rue du Chanoine-Brun;68100;MULHOUSE   ;Oui;Non
1377;Lycée Jean Henri Lambert;28/09/2016;Non;03 89 33 16 55;ce.0681761V@ac-strasbourg.fr;73 rue Josué Heilmann ;68100;MULHOUSE   ;Oui;Non
1378;Lycée Louis Armand;28/09/2016;Non;03 89 33 47 80;ce.0680034t@ac-strasbourg.fr;3 boulevard des nations BP 2008;68100;MULHOUSE   ;Oui;Oui
1379;Lycée polyvalent Ettore Bugatti;28/09/2016;Non;03 89 61 71 04;ce.0681809x@ac-strasbourg.fr;8 Rue des Jonquilles;68110;ILLZACH   ;Non;A VOIR
1380;Lycée polyvalent Jean Jacques Henner;28/09/2016;Non;03 89 07 57 07;ce.0680001G@ac-strasbourg.fr;20 rue de Hirtzbach;68130;ALTKIRCH   ;Oui;Non
1381;Lycée privé Sonnenberg;28/09/2016;Non;03 89 40 97 80;;1 rue du moulin;68130;CARSPACH   ;Oui;Non
1382;Lycée Frédéric Kirschleger;28/09/2016;Non;03 89 77 38 40;ce.0680051L@ac-strasbourg.fr;8 rue du Docteur Heid;68140;MUNSTER   ;Oui;Non
1383;Lycée Ribeaupierre;28/09/2016;Non;03 89 73 64 91;ce.0680060W@ac-strasbourg.fr;12 rue du Château;68150;RIBEAUVILLÉ   ;Oui;Non
1384;Lycée polyvalent Louise Weiss;28/09/2016;Non;03 89 58 70 36;ce.0680068E@ac-strasbourg.fr;5 Route du Stade;68160;SAINTE MARIE AUX MINES;Oui;Non
1385;Lycée polyvalent Jean Mermoz;28/09/2016;Non;03 89.70.22.70 ;ce.0680066c@ac-strasbourg.fr;53 rue du docteur Hurst;68301;ST LOUIS CEDEX ;Oui;Oui
1386;Lycée polyvalent Amélie Zurcher;28/09/2016;Non;03 89 57 81 20;ce.0681888H@ac-strasbourg.fr;30 Rue Mermoz  BP 21;68310;WITTELSHEIM   ;Oui;Non
1387;Lycée privé Don Bosco;28/09/2016;Non; 03 89 81 31 03;etablissement@donbosco-landser.net;1 Rue Don Bosco;68440;LANDSER   ;Oui;Non
1388;Lycée polyvalent Théodore Deck;28/09/2016;Non;03 89.74 99 74;ce.0680016y@ac-strasbourg.fr;5 rue des Chanoines BP 190;68500;GUEBWILLER   ;Oui;Oui
1389;Lycée Alfred Kastler;28/09/2016;Non;03 89 76 82 69;ce.0680015X@ac-strasbourg.fr;5 rue de Luspel  BP 40065;68502;GUEBWILLER   ;Oui;Non
1390;Lycée polyvalent Gustave Eiffel;28/09/2016;Non;03 89 75 77 67;ce.0681810Y@ac-strasbourg.fr;Rue Gustave Eiffel CS 40240;68704;CERNAY CEDEX  ;Oui;Non
1391;Lycée privé épiscopal;28/09/2016;Non;03 89 06 50 11;secretariat@college-zillisheim.com;5 Rue du Séminaire;68720;ZILLISHEIM   ;Oui;Non
1392;Lycée Scheurer Kestner;28/09/2016;Non;03 89 38 33 50;ce.0680073K@ac-strasbourg.fr;1 rue Moschenross BP70100;68802;THANN   ;Oui;Non
1393;Lycée polyvalent Charles de Gaulle;28/09/2016;Non;;;;;   ;Non;Oui
1394;IUT;;Non;05 65 77 10 80;albouy@iut-rodez.fr;33 avenue du 8 mai 1945;12000;RODEZ   ;Non;DUT
1395;IUT;;Non;;;33 avenue du 8 mai 1945;12000;RODEZ   ;Non;DUT
1396;Lycée OZENNE;;Non;05.61.11.58.00;scolarite.ozenne@ac-toulouse.fr;9 rue Merly;31070;TOULOUSE   ;Non;Non
1397;LPO - Lycée polyvalent Déodat de Séverac;21/10/2016;Oui;;;;;   ;Oui;Oui
1398;IUT;;Non;05-62-25-80-00;;115 Route de Narbonne  BP 4368  PONSAN;31077;TOULOUSE CEDEX 4 ;Non;DUT
1399;IUT;;Non;;;115 Route de Narbonne  BP 4368  PONSAN;31077;TOULOUSE CEDEX 4 ;Non;DUT
1400;IUT;;Non;;;133B Avenue de Rangueil  BP 67701;31077;TOULOUSE CEDEX 4 ;Non;DUT
1401;IUT;;Non;;;133B Avenue de Rangueil  BP 67701;31077;TOULOUSE CEDEX 4 ;Non;DUT
1402;IUT;;Non;;;115 Route de Narbonne  BP 4368  PONSAN;31077;TOULOUSE CEDEX 4 ;Non;DUT
1403;IUT;;Non;;;133B Avenue de Rangueil  BP 67701;31077;TOULOUSECEDEX 4  ;Non;DUT
1404;IUT;;Non;05 62 74 75 75 ;;1 Place Georges Brassens   BP 73;31703;BLAGNAC CEDEX  ;Non;DUT
1405;IUT;;Non;;;1 Place Georges Brassens   BP 73;31703;BLAGNAC CEDEX  ;Non;DUT
1406;IUT;;Non;;;1 Place Georges Brassens   BP 73;31703;BLAGNAC CEDEX  ;Non;DUT
1407;Lycée VICTOR HUGO;;Non;05 61.78.95.95;;BP 317;31773;COLOMIERS CEDEX  ;Non;Non
1408;IUT;;Non;05 62 61 63 00;;24 Rue d'Embaquès;32000;AUCH   ;Non;DUT
1409;IUT;;Non;05 65 50 30 60;jlcance@univ-tlse2.fr;Avenue de Nayrac;46100;FIGEAC   ;Non;DUT
1410;Lycée MARIE CURIE;;Non;05 62 44 56 56;;Rue Ledormeur ;65000;TARBES   ;Non;Non
1411;IUT;;Non;05.62.44.42.02;iut@iut-tarbes.fr;1 Rue Lautréamont  BP 1624;65016;TARBES   ;Non;DUT
1412;IUT;;Non;;;1 Rue Lautréamont  BP 1624;65016;TARBES   ;Non;DUT
1413;IUT;;Non;;;1 Rue Lautréamont  BP 1624;65016;TARBES   ;Non;DUT
1414;Lycée CLIMATIQUE;;Non;05 62.97.09.84;;Avenue Marcel Lemettre;65400;ARGELES-GAZOST   ;Non;Non
1415;IUT;;Non;05-63-62-11-50;;Avenue Georges Pompidou  BP 258;81104;CASTRES   ;Non;DUT
1416;IUT;;Non;;;Avenue Georges Pompidou  BP 258;81104;CASTRES   ;Non;DUT
1417;IUT;;Non;;;Avenue Georges Pompidou  BP 258;81104;CASTRES   ;Non;DUT
1418;LTCA de Fontaines;6-déc.-06;Non;03 85 47 82 82;legta.fontaines@educagri.fr;10 Rue la platière;71150;FONTAINES   ;Non;Non
1419;Lycée JULES FERRY;19-nov.-07;Non;01 39 20 11 60;0782565p@ac-versailles.fr;29 Rue du Maréchal Joffre;78000;VERSAILLES   ;Oui;Oui
1420;Lycée Marie Curie;;Non;01 39 24 13 70;0782567s@ac-versailles.fr;70 avenue de Paris;78000;VERSAILLES   ;Oui;Oui
1421;Lycée notre dame Grand Champ;19-nov.-07;Non;01 39 24 12 80 ;f.leport@nd-grandchamp.fr;97 r Royale;78008;VERSAILLES   ;Non;Non
1422;Lycée Saint-Jean et Hulst;;Non;01 39 54 11 26 ;0783350T@ac-versailles.fr;26 Rue du Maréchal Lattre de Tassigny;78008;VERSAILLES   ;Oui;Non
1423;Lycée EMILIE DE BRETEUIL;19-nov.-07;Non;01 30 57 11 33;sti-breteuil@nerim.net;3 Rue du Canal - BP 276;78053;SAINT QUENTIN EN YVELINES;Non;Non
1424;Lycée JEAN BAPTISTE POQUELIN;;Non;01 30 87 44 00;info@lycee-poquelin.fr;72 r Léon Desoyer;78100;ST GERMAIN EN LAYE;Oui;Oui
1425;Lycée Jeanne d'Albret;29-oct.-15;Non;01 39 04 15 33;0782132U@ac-versailles.fr;6 Rue Giraud-Teulon;78100;ST GERMAIN EN LAYE;S;CPGE MP - PC - PSI
1426;Lycée léonard DE VINCI;19-nov.-07;Non;01 39 10 25 25;0782556e@ac-versailles.fr ;2 Boulevard Hector Berlioz;78100;ST GERMAIN EN LAYE;Oui;Oui
1427;Lycée Privé SAINT EREMBERT;11-déc.-06;Non;01 39 21 58 58;fbontoux.lyc.st.e@wanadoo.fr;5 Rue Salomon Reinach;78100;ST GERMAIN EN LAYE;Non;Non
1428;Lycée ALAIN;28-oct.-15;Non;01 34 80 44 00 ;0782568t@ac-versailles.fr;25 Route de la Cascade;78110;LE VESINET  ;S;Non
1429;Iut de Vélizy -Site de Rambouillet;06/10/2016;Non;01 39 25 58 31;farouk.boukari@iut-velizy.uvsq.fr ;19, Allée des Vignes;78120;RAMBOUILLET   ;Non;DUT GCGP
1430;Lycée Louis Bascan;;Non;01 34 83 64 00;0782549x@ac-versailles.fr;5 Avenue Leclerc;78120;RAMBOUILLET   ;Oui;Oui
1431;Lycée Privé Sainte-Thérèse;;Non;01 61 08 64 60 ;0781664K@ac-versailles.fr;7 Rue Béziel;78120;RAMBOUILLET   ;Oui;Non
1432;Lycée François Villon;;Non;01 30 99 20 01 ;0780422K@ac-versailles.fr;Rue Salvador Allende;78130;LES MUREAUX  ;Oui;Non
1433;Iut de Vélizy;06/10/2016;Non;01 39 25 48 46;nelly.gauthier@iut-velizy.uvsq.fr ;10-12 Avenue de l'Europe;78140;VELIZY   ;Non;DUT GEII
1434;Iut de Vélizy;06/10/2016;Non;01 39 25 48 34;isabelle.robba@iut-velizy.uvsq.fr ;10-12 Avenue de l'Europe;78140;VELIZY   ;Non;DUT INFO
1435;Iut de Vélizy;06/10/2016;Non;01 39 25 47 44;guillemin@iut-velizy.uvsq.fr ;10-12 Avenue de l'Europe;78140;VELIZY   ;Non;DUT RT
1436;Lycée Blanche de Castille;;Non;01 39 23 14 30;b2c@blanche-de-castille.fr;1 Avenue de la Brétèche;78150;LE CHESNAY  ;Oui;Non
1437;Lycée Pierre Corneille;;Non;01 39 69 40 03;0782822u@ac-versailles.fr;2 Avenue Corneille;78170;LA CELLE ST CLOUD;Oui;Non
1438;Lycée ST FRANCOIS D'ASSISE;21-avr.-10;Non;01 30 64 99 55 ;imonfront@saint-francois.net;6 Place Claudel;78180;MONTIGNY LE BRETONNEUX ;Non;Non
1439;Lycée Emilie de Breteuil;;Non;01 30 57 11 33;0781819d@ac-versailles.fr;3 rue du Canal;78180;MONTIGNY LE BRETONNEUX cedex;Oui;Non
1440;Iut de Mantes en Yvelines;06/10/2016;Non;01 30 94 04 43; kleber.pinto-silva@uvsq.fr;7 rue Jean Hoët;78200;MANTES LA JOLIE ;Non;DUT GCCD
1441;Iut de Mantes en Yvelines;06/10/2016;Non;01 30 98 13 60; michel.brugel@uvsq.fr ;7 rue Jean Hoët;78200;MANTES LA JOLIE ;Non;DUT GIM
1442;Iut de Mantes en Yvelines;06/10/2016;Non;01 30 98 55 83;cyril.brossard@uvsq.fr ;7 rue Jean Hoët;78200;MANTES LA JOLIE ;Non;DUT GMP
1443;Iut de Mantes en Yvelines;06/10/2016;Non;01 30 33 62 74;jean-marc.corsi@uvsq.fr ;7 rue Jean Hoët;78200;MANTES LA JOLIE ;Non;DUT HSE
1444;Lycée JEAN ROSTAND;;Non;01 30 94 09 21; 0782540M@ac-versailles.fr;66 rue Fernand Bodet;78200;Mantes la jolie ;Oui;Oui
1445;Lycée MANSART;21-avr.-10;Non;01.30.45.12.34;http://www.lyc-mansart-st-cyr.ac-versailles.fr;26 rue Victorien Sardou;78210;SAINT CYR L'ECOLE ;Non;Non
1446;EMP - Lycée militaire;29-oct.-15;Non;01 30 85 88 10 ;bureau-eleves.lm-st-cyr@terre-net.defense.gouv.fr;240 Avenue de l'ESM;78211;SAINT CYR L'ECOLE ;Oui;CPGE
1447;Lycée CHARLES DE GAULLE;13-mars-10;Non;01 39 11 77 11 ;0781898p@ac-versailles.fr;10 Rue Gustave Eiffel;78300;POISSY   ;Oui;Oui
1448;Lycée Le Corbusier;29-nov.-06;Non;01 39 65 13 55 ;0782546u@ac-versailles.fr;88 Rue de Villers;78303;POISSY CEDEX  ;Oui;Non
1449;Lycée des 7 Mares;19-nov.-07;Non;01 30 13 98 98;0780515L@ac-versailles.fr;13 Rue de la Beauce;78310;MAUREPAS   ;Oui;Non
1450;Lycée Dumont d'Urville;;Non;01 30 16 46 10;0781883Y@ac-versailles.fr;2 Avenue de Franche-Comté;78310;MAUREPAS   ;Oui;Non
1451;Lycée Vincent Van Gogh;16-nov.-05;Non;01 30 95 03 33 ;cdi.0781859x@ac-versailles.fr;8 Rue Jules Ferry;78410;AUBERGENVILLE   ;Oui;Non
1452;Lycée Notre-Dame Les Oiseaux;21/10/2016;Oui;01 39 28 15 00;ecole@ndoverneuil.fr;106 Grande Rue;78480;VERNEUIL SUR SEINE ;Oui;Oui
1453;Lycée Parc des Loges;5-juin-14;Non;01 60 77 61 72;0911251R@ac-versailles.fr;Boulevard des Champs Elysées;91012;EVRY CEDEX  ;Oui;CPGE
1454;IUT d'Evry Val d'Essonne;06/10/2016;Non;01 69 47 73 20;geii@iut.univ-evry.fr ;22, allée Jean Rostand;91025;EVRY CEDEX  ;Non;DUT
1455;IUT d'Evry Val d'Essonne;06/10/2016;Non;01 69 47 73 30;secretariat-gmp@iut.univ-evry.fr ;22, allée Jean Rostand;91025;EVRY CEDEX  ;Non;DUT
1456;IUT d'Evry Val d'Essonne;06/10/2016;Non;01 69 47 73 00;secretariat-qlio@iut.univ-evry.fr ;22, allée Jean Rostand;91025;EVRY CEDEX  ;Non;DUT
1457;IUT d'Evry Val d'Essonne;06/10/2016;Non;01 69 47 01 64;secretariat-sgm@iut.univ-evry.fr ;22, allée Jean Rostand;91025;EVRY CEDEX  ;Non;DUT
1458;Lycée Robert Doisneau;;Non;01 60 88 81 81;0910620E@ac-versailles.fr;95 Boulevard Jean Jaurès;91107;CORBEIL-ESSONNES CEDEX  ;Oui;Oui
1459;Lycée Camille Claudel;15-avr.-10;Non;01 60 14 29 29;0911938m@ac-versailles.fr;17 Rue de Robespierre - BP 78;91123;PALAISEAU   ;Oui;Non
1460;Lycée Geoffroy saint Hilaire;28-oct.-15;Non;01 69 92 17 70;0910622G@ac-versailles.fr;2-6 avenue Geoffroy Saint-Hilaire;91153;ETAMPES   ;Non;Non
1461;Lycée Jacques Prévert;;Non;01 69 34 41 87 ;0911577v@ac-versailles.fr;23 Rue Jules Ferry;91160;LONGJUMEAU   ;Oui;Non
1462;Lycée de la vallée de Chevreuse;20-nov.-07;Non;01 69 18 87 00;0911913k@ac-versailles.fr;8 Rue Madrid;91190;GIF SUR YVETTE ;Oui;Oui
1463;Lycée Clément Ader;19-janv.-12;Non;01 69 38 36 36; 0910676r@ac-versailles.fr;37 bis rue G. Anthonioz de Gaulle ;91200;ATHIS-MONS CEDEX  ;Oui;Oui
1464;Lycée Saint-Charles;20-oct.-15;Non;01 60 48 71 00 ;lycee@scharles.net;2 rue G. Anthonioz de Gaulle;91200;ATHIS-MONS CEDEX  ;Oui;Non
1465;Lycée Jean Pierre Timbaud;;Non;01 60 85 50 00;0910975R@ac-versailles.fr;4 rue Henri Douard;91220;BRETIGNY SYR ORGE ;Oui;Oui
1466;Lycée Léonard de Vinci;;Non;01 69 25 08 55; 0911946W@ac-versailles.fr;Place Léonard de Vinci ;91240;Saint-Michel-sur-Orge   ;Oui;Oui
1467;Lycée Parc de Vilgénis;11-oct.-12;Non;01 69 53 74 00 ;0910727W@ac-versailles.fr;80 Rue de Versailels;91300;MASSY   ;Oui;Oui
1468;Lycée professionnel Gustave Eiffel;;Non;01 69 20 09 43;0910632T@ac-versailles.fr;9 avenue de la République;91300;MASSY   ;Non;Oui
1469;Iut d'Orsay;06/10/2016;Non;01 69 33 60 00 ;dpt-chim.iut-orsay@u-psud.fr ;Plateau de Moulon;91400;ORSAY   ;Non;DUT
1470;Iut d'Orsay;06/10/2016;Non;01 69 33 61 00;dpt-info.iut-orsay@u-psud.fr ;Plateau de Moulon;91400;ORSAY   ;Non;DUT
1471;Iut d'Orsay;06/10/2016;Non;01 69 33 60 63;scolarite@iut-orsay.fr;Plateau de Moulon;91400;ORSAY   ;Non;DUT
1472;Lycée Alfred Kastler;20-avr.-10;Non;01 64 59 84 00 ;0911985n@ac-versailles.fr;21 Chemin du Champ de Course;91410;DOURDAN   ;Oui;Oui
